43337,26114
43337,91586
43337,104890
43337,131727
43337,126201
43337,121732
43337,8696
43337,132530
43337,96940
43337,158248
43337,88574
43337,108159
62325,13219
62325,5958
62325,155881
96442,42474
96442,9653
96442,53582
96442,1461
96442,70195
137002,134855
137002,26275
118859,94529
118859,18194
118859,71928
118859,103950
118859,16601
118859,107213
118859,136915
118859,82447
118859,51659
118859,6728
118859,37413
118859,115000
118859,76525
118859,107981
118859,93881
118859,95429
118859,28603
118859,20640
118859,28941
118859,41861
118859,145518
127233,88620
127233,148727
127233,27120
127233,155412
127233,123922
127233,148936
127233,94216
127233,129738
127233,138742
153053,156247
153053,104937
153053,81757
153053,118866
41429,92088
41429,5800
41429,115132
41429,30386
41429,29349
41429,155666
41429,112374
36430,111468
154045,98101
9013,87218
9013,83838
9013,67887
9013,94928
9013,58343
9013,139197
9013,86139
9013,76553
9013,14777
9013,90004
9013,33396
122057,82222
122057,158230
122057,62177
122057,106032
122057,5596
122057,146688
122057,112584
122057,101075
122057,134312
122057,13335
122057,11207
122057,55247
122057,32589
75388,13478
75388,38057
75388,93861
75388,108018
75388,116229
75388,121571
75388,68777
75388,99677
75388,103823
75388,122521
131502,29482
131502,103681
131502,77628
131502,132912
131502,79663
131502,54148
131502,71517
131502,57726
131502,49007
131502,21163
131502,84722
131502,152866
131502,106221
131502,63660
131502,6065
131502,10131
131502,85826
131502,3368
76698,43993
76698,153014
76698,21472
77264,576
77264,43897
77264,54822
77264,54877
77264,158087
77264,72138
77264,101921
29063,58436
91135,150478
91135,139541
91135,9485
139774,151689
83983,126373
83983,53211
25249,50279
25249,34815
25249,97138
25249,67924
25249,50846
25249,17102
25249,60062
25249,103848
25249,42210
25249,55035
25249,105195
25249,34527
25249,109858
25249,99446
25249,138094
25249,138480
25249,76247
25249,13886
25249,95098
25249,65607
25249,106311
130563,71893
130563,43057
130563,40861
115022,54175
115022,60809
115022,145633
115022,92079
115022,36741
115022,116755
115022,88212
115022,37222
115022,32360
80089,138461
80089,24882
80089,127417
77218,147024
77218,66040
77218,126743
77218,96470
77218,140916
77218,64566
77218,8905
77218,157888
77218,64347
77218,144520
77218,17159
77218,79792
136312,158299
136312,115409
136312,139595
136312,133296
136312,68862
136312,124764
136312,94650
124931,150648
124931,123547
124931,157750
124931,86950
124931,139708
124931,36480
124931,49769
38589,90654
38589,90818
38589,89530
38589,149309
38589,98628
38589,135924
38589,36471
38589,64408
38589,95867
38589,157698
110064,131467
110064,12794
110064,53198
110064,10689
83054,47928
83054,78074
83054,94577
83054,137328
123357,62719
123357,53986
123357,70626
123357,148616
123357,54353
123357,63275
123357,68841
123357,143326
123357,6074
123357,34264
123357,95977
123357,35063
123357,71539
123357,97538
123357,145521
123357,6824
123357,116281
123357,81401
112248,51131
70433,142968
70433,135497
70433,101040
70433,134929
70433,117642
70433,42162
70433,119707
13382,53146
13382,55188
13382,43618
13382,11674
13382,18790
13382,77775
13382,139213
13382,27664
13382,54902
13382,69331
13382,45803
13382,139119
13382,30189
13382,24664
13382,96360
13382,125285
13382,129874
13382,68761
13382,147149
13382,144665
13382,108601
13382,117384
13382,97560
13382,11778
13382,124127
13382,68066
13382,21016
13382,74675
13382,102485
13382,139128
5048,56190
104314,4546
104314,140271
104314,133488
117528,114332
117528,7068
117528,29026
117528,126293
117528,142035
117528,103828
117528,87126
117528,152176
117528,159258
134742,28991
134742,126144
134742,121190
134742,73883
134742,33534
134742,142267
134742,109179
134742,105252
134742,133702
134742,75179
134742,66924
134742,90062
134742,47469
134742,24697
134742,154648
134742,19816
134742,82243
134742,65632
134742,7802
134742,140339
134742,29268
125499,77032
125499,111807
125499,59308
125499,22988
125499,132957
125499,84440
125499,49808
125499,154269
125499,65600
125499,641
125499,43526
125499,97239
125499,9350
121123,100105
121123,56985
121123,36885
121123,155503
121123,60730
121123,139002
121123,20882
121123,144032
121123,59193
121123,88274
121123,78230
121123,151155
121123,62566
121123,19121
121123,82580
121123,52512
121123,95331
121123,91187
121123,120984
121123,7548
121123,507
121123,147286
121123,121047
121123,147111
121123,90446
121123,99699
87971,152011
87971,92158
87971,83011
149837,30565
149837,83455
149837,154869
149837,98352
149837,9535
149837,63225
149837,133623
149837,142574
149837,32472
149837,121227
149837,134146
149837,2545
149837,13644
149837,125296
149837,97515
149837,71487
149837,142727
149837,33311
149837,59273
149837,52580
107020,52176
128636,152567
128636,64084
128636,116464
128636,103374
